country,iso_code,date,total_vaccinations,people_vaccinated,people_fully_vaccinated,daily_vaccinations_raw,daily_vaccinations,total_vaccinations_per_hundred,people_vaccinated_per_hundred,people_fully_vaccinated_per_hundred,daily_vaccinations_per_million,vaccines,source_name,source_website,month_year,year
Central African Republic,CAF,2022-03-25,1012846.0,923553.0,897945.0,12887.0,3146.0,20.59,18.77,18.25,639.0,"Covaxin, Oxford/AstraZeneca",Africa Centres for Disease Control and Prevention,https://covid19.who.int/,2022-03,2022
Chad,TCD,2022-03-18,419469.0,282003.0,153238.0,,202.0,2.48,1.67,0.91,12.0,Sinopharm/Beijing,Africa Centres for Disease Control and Prevention,https://covid19.who.int/,2022-03,2022
Chile,CHL,2022-03-22,50302179.0,17859475.0,17346012.0,51383.0,55317.0,261.82,92.96,90.29,2879.0,"CanSino, Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac","Ministry of Health, via Ministry of Science GitHub repository",https://github.com/MinCiencia/Datos-COVID19,2022-03,2022
China,CHN,2022-03-29,3263129000.0,0.0,0.0,4087000.0,4075429.0,225.94,88.32,85.91,2822.0,"CanSino, Sinopharm/Beijing, Sinopharm/Wuhan, Sinovac, ZF2001",National Health Commission,http://www.nhc.gov.cn/jkj/s7915/202203/d81d339daf694f97952f10d9d8604143.shtml,2022-03,2022
Colombia,COL,2022-03-27,80573164.0,41940039.0,34730020.0,41567.0,116273.0,157.17,81.81,67.74,2268.0,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac",Ministry of Health,https://docs.google.com/spreadsheets/d/1eblBeozGn1soDGXbOIicwyEDkUqNMzzpJoAKw84TTA4,2022-03,2022
Comoros,COM,2022-03-21,637961.0,341102.0,301218.0,,0.0,71.81,38.39,33.9,0.0,"Covaxin, Oxford/AstraZeneca, Sinopharm/Beijing",World Health Organization,https://covid19.who.int/,2022-03,2022
Congo,COG,2022-03-23,818931.0,681597.0,640464.0,1486.0,84.0,14.48,12.05,11.32,15.0,"Moderna, Oxford/AstraZeneca, Sinopharm/Beijing, Sputnik V",Africa Centres for Disease Control and Prevention,https://covid19.who.int/,2022-03,2022
Cook Islands,COK,2022-03-28,29565.0,14992.0,14573.0,,34.0,168.25,85.32,82.93,1935.0,Pfizer/BioNTech,SPC Public Health Division,https://stats.pacificdata.org/vis?tm=covid&pg=0&df[ds]=SPC2&df[id]=DF_COVID_VACCINATION&df[ag]=SPC&df[vs]=1.0,2022-03,2022
Costa Rica,CRI,2022-03-28,10166273.0,4336171.0,3971404.0,,25215.0,197.82,84.38,77.28,4907.0,"Oxford/AstraZeneca, Pfizer/BioNTech",Costa Rican Social Security Fund,https://www.ccss.sa.cr/web/coronavirus/vacunacion,2022-03,2022
Cote d'Ivoire,CIV,2022-03-27,10364488.0,7111845.0,4599452.0,20396.0,16121.0,38.31,26.29,17.0,596.0,"Johnson&Johnson, Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sputnik V",World Health Organization,https://covid19.who.int/,2022-03,2022
Croatia,HRV,2022-03-29,5224151.0,2310786.0,2237864.0,9.0,826.0,127.99,56.61,54.83,202.0,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Ministry of Health,https://www.koronavirus.hr,2022-03,2022
Cuba,CUB,2022-03-27,35342367.0,10630665.0,9910237.0,6601.0,12654.0,312.28,93.93,87.57,1118.0,"Abdala, Soberana Plus, Soberana02",Ministry of Health,https://salud.msp.gob.cu/actualizacion-de-la-vacunacion-en-el-marco-de-los-estudios-de-los-candidatos-vacunales-cubanos-y-la-intervencion-sanitaria/,2022-03,2022
Curacao,CUW,2022-03-29,246566.0,107539.0,98489.0,58.0,59.0,149.62,65.26,59.76,358.0,"Moderna, Pfizer/BioNTech",Government of Curacao,https://bakuna.cw/,2022-03,2022
Cyprus,CYP,2022-02-26,1773485.0,687926.0,645292.0,1437.0,1133.0,197.93,76.78,72.02,1265.0,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Ministry of Health,https://www.moh.gov.cy/moh/moh.nsf/All/0EFA027144C9E54AC22586BE0032B2F5,2022-02,2022
Czechia,CZE,2022-03-29,17492052.0,6951303.0,6858609.0,2700.0,3051.0,163.1,64.82,63.95,284.0,"Johnson&Johnson, Moderna, Novavax, Oxford/AstraZeneca, Pfizer/BioNTech",Ministry of Health,https://onemocneni-aktualne.mzcr.cz/covid-19,2022-03,2022
Democratic Republic of Congo,COD,2022-03-24,964948.0,853971.0,519397.0,42303.0,4759.0,1.04,0.92,0.56,52.0,Oxford/AstraZeneca,World Health Organization,https://covid19.who.int/,2022-03,2022
Denmark,DNK,2022-03-28,13211743.0,4841445.0,4801547.0,1201.0,941.0,227.27,83.28,82.6,162.0,"Johnson&Johnson, Moderna, Pfizer/BioNTech",Statens Serum Institute,https://covid19.ssi.dk/overvagningsdata/download-fil-med-vaccinationsdata,2022-03,2022
Djibouti,DJI,2022-03-20,165554.0,145050.0,105020.0,,194.0,16.52,14.47,10.48,194.0,"Johnson&Johnson, Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sinovac, Sputnik V",World Health Organization,https://covid19.who.int/,2022-03,2022
Dominica,DMA,2022-03-25,62334.0,32403.0,29931.0,270.0,32.0,86.37,44.9,41.47,443.0,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing",Pan American Health Organization,https://ais.paho.org/imm/IM_DosisAdmin-Vacunacion.asp,2022-03,2022
Dominican Republic,DOM,2022-03-29,15484878.0,7184321.0,5923507.0,6453.0,7249.0,141.37,65.59,54.08,662.0,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sinovac",Ministry of Public Health,https://vacunate.gob.do/,2022-03,2022
Ecuador,ECU,2022-03-26,33165706.0,14836133.0,13709968.0,15993.0,32420.0,185.4,82.94,76.64,1812.0,"CanSino, Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac",Government of Ecuador via Ecuacovid,https://github.com/andrab/ecuacovid,2022-03,2022
Egypt,EGY,2022-03-20,76716981.0,44531740.0,31722116.0,729239.0,274453.0,73.58,42.71,30.43,2632.0,"Johnson&Johnson, Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sinovac, Sputnik V",World Health Organization,https://covid19.who.int/,2022-03,2022
El Salvador,SLV,2022-03-24,10418549.0,4582343.0,4281899.0,46995.0,15896.0,159.83,70.3,65.69,2439.0,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sinovac",Ministry of Health,https://covid19.gob.sv/,2022-03,2022
England,OWID_ENG,2022-03-28,118170701.0,44377784.0,41501690.0,24468.0,28064.0,208.97,78.48,73.39,496.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Government of the United Kingdom,https://coronavirus.data.gov.uk/details/vaccinations,2022-03,2022
Equatorial Guinea,GNQ,2022-03-26,473409.0,262703.0,210706.0,639.0,281.0,32.65,18.12,14.53,194.0,Sinopharm/Beijing,Ministry of Health,https://guineasalud.org/estadisticas/,2022-03,2022
Estonia,EST,2022-03-29,1971557.0,859186.0,842855.0,570.0,473.0,148.78,64.84,63.6,357.0,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",National Health Board,https://opendata.digilugu.ee,2022-03,2022
Eswatini,SWZ,2022-03-20,509424.0,387509.0,318360.0,7504.0,500.0,43.45,33.05,27.16,426.0,"Johnson&Johnson, Oxford/AstraZeneca, Pfizer/BioNTech",World Health Organization,https://covid19.who.int/,2022-03,2022
Ethiopia,ETH,2022-03-27,29373478.0,24486746.0,20958931.0,159930.0,22728.0,24.92,20.77,17.78,193.0,"Covaxin, Johnson&Johnson, Oxford/AstraZeneca, Sinopharm/Beijing, Sinovac",World Health Organization,https://covid19.who.int/,2022-03,2022
Faeroe Islands,FRO,2022-02-18,103894.0,41715.0,40895.0,42.0,26.0,211.8,85.04,83.37,530.0,"Moderna, Pfizer/BioNTech",Government of the Faeroe Islands,https://corona.fo/api,2022-02,2022
Falkland Islands,FLK,2021-04-14,4407.0,2632.0,1775.0,,12.0,124.91,74.6,50.31,3401.0,Oxford/AstraZeneca,Government of the Falkland Islands,https://www.facebook.com/FalkIandsGov/posts/4401230323224594,2021-04,2021
Fiji,FJI,2022-03-28,1308235.0,680784.0,627451.0,28295.0,270.0,144.89,75.4,69.49,299.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",SPC Public Health Division,https://stats.pacificdata.org/vis?tm=covid&pg=0&df[ds]=SPC2&df[id]=DF_COVID_VACCINATION&df[ag]=SPC&df[vs]=1.0,2022-03,2022
Finland,FIN,2022-03-29,11679339.0,4505614.0,4308827.0,5922.0,3877.0,210.5,81.21,77.66,699.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Finnish Institute for Health and Welfare,https://sampo.thl.fi/pivot/prod/en/vaccreg/cov19cov/fact_cov19cov,2022-03,2022
France,FRA,2022-03-28,141666197.0,53993210.0,52438706.0,29803.0,31933.0,210.12,80.08,77.78,474.0,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Public Health France,https://www.data.gouv.fr/fr/datasets/donnees-relatives-aux-personnes-vaccinees-contre-la-covid-19-1/,2022-03,2022
French Polynesia,PYF,2022-03-28,367057.0,186250.0,180807.0,405.0,10.0,129.92,65.92,63.99,35.0,"Johnson&Johnson, Pfizer/BioNTech",SPC Public Health Division,https://stats.pacificdata.org/vis?tm=covid&pg=0&df[ds]=SPC2&df[id]=DF_COVID_VACCINATION&df[ag]=SPC&df[vs]=1.0,2022-03,2022
Gabon,GAB,2022-03-24,0.0,0.0,0.0,1486.0,0.0,24.09,13.05,11.0,41.0,"Pfizer/BioNTech, Sinopharm/Beijing, Sputnik V",Africa Centres for Disease Control and Prevention,https://africacdc.org/covid-19-vaccination/,2022-03,2022
Gambia,GMB,2022-03-20,363353.0,331266.0,318161.0,429.0,7.0,14.61,13.32,12.79,3.0,"Johnson&Johnson, Oxford/AstraZeneca, Sinopharm/Beijing",Africa Centres for Disease Control and Prevention,https://covid19.who.int/,2022-03,2022
Georgia,GEO,2022-03-29,2857215.0,1600698.0,1256517.0,224.0,1541.0,71.79,40.22,31.57,387.0,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sinovac",National Center for Disease Control and Public Health,https://vaccines.ncdc.ge/vaccinationprocess/,2022-03,2022
Germany,DEU,2022-03-29,171940027.0,63664250.0,63142649.0,54112.0,45378.0,204.93,75.88,75.26,541.0,"Johnson&Johnson, Moderna, Novavax, Oxford/AstraZeneca, Pfizer/BioNTech",Robert Koch Institut,https://impfdashboard.de/,2022-03,2022
Ghana,GHA,2022-03-17,0.0,0.0,0.0,60270.0,0.0,39.83,27.71,15.34,1248.0,"Oxford/AstraZeneca, Sputnik V",World Health Organization,https://africacdc.org/covid-19-vaccination/,2022-03,2022
Gibraltar,GIB,2022-03-24,116358.0,42034.0,41228.0,511.0,226.0,345.37,124.76,122.37,6708.0,"Oxford/AstraZeneca, Pfizer/BioNTech",Government of Gibraltar,https://twitter.com/GibraltarGov/status/1507008369005015050,2022-03,2022
Greece,GRC,2022-03-29,20503242.0,7896367.0,7592528.0,14254.0,10946.0,197.7,76.14,73.21,1055.0,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Ministry of Health,https://www.data.gov.gr/datasets/mdg_emvolio/,2022-03,2022
Greenland,GRL,2022-03-07,79745.0,41243.0,38502.0,15.0,2.0,140.23,72.52,67.7,35.0,Moderna,Government of Greenland,https://corona.nun.gl,2022-03,2022
Grenada,GRD,2022-03-25,87154.0,43292.0,37915.0,694.0,31.0,77.12,38.31,33.55,274.0,"Johnson&Johnson, Oxford/AstraZeneca, Pfizer/BioNTech",World Health Organization,https://ais.paho.org/imm/IM_DosisAdmin-Vacunacion.asp,2022-03,2022
Guatemala,GTM,2022-03-25,15845925.0,7624143.0,5929957.0,48046.0,66123.0,86.83,41.78,32.49,3623.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech, Sputnik V",Ministry of Health,https://ais.paho.org/imm/IM_DosisAdmin-Vacunacion.asp,2022-03,2022
Guernsey,GGY,2022-03-23,150724.0,0.0,0.0,754.0,25.0,237.79,85.42,81.01,394.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Government of Guernsey,https://covid19.gov.gg/guidance/vaccine/stats,2022-03,2022
Guinea,GIN,2022-03-21,5952680.0,3472605.0,2480075.0,522.0,13913.0,44.1,25.73,18.37,1031.0,"Johnson&Johnson, Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sinovac, Sputnik V",National Health Security Agency,https://covid19.who.int/,2022-03,2022
Guinea-Bissau,GNB,2022-03-26,562620.0,519455.0,341495.0,1658.0,32.0,27.91,25.77,16.94,16.0,"Oxford/AstraZeneca, Sinopharm/Beijing",World Health Organization,https://covid19.who.int/,2022-03,2022
Guyana,GUY,2022-03-25,889522.0,471864.0,360587.0,58394.0,493.0,112.55,59.7,45.62,624.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sputnik V",Ministry of Health,https://ais.paho.org/imm/IM_DosisAdmin-Vacunacion.asp,2022-03,2022
Haiti,HTI,2022-03-23,249801.0,163710.0,112335.0,4278.0,833.0,2.16,1.42,0.97,72.0,"Johnson&Johnson, Moderna",Pan American Health Organization,https://ais.paho.org/imm/IM_DosisAdmin-Vacunacion.asp,2022-03,2022
Honduras,HND,2022-03-25,11995048.0,5377876.0,4777999.0,81065.0,14295.0,119.2,53.44,47.48,1421.0,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech, Sputnik V",World Health Organization,https://covid19.who.int/,2022-03,2022
Hong Kong,HKG,2022-03-27,14944464.0,6502770.0,5739533.0,39710.0,59091.0,197.87,86.1,75.99,7824.0,"Pfizer/BioNTech, Sinovac",Food and Health Bureau,https://data.gov.hk/en-data/dataset/hk-fhb-fhbcovid19-vaccination-rates-over-time-by-age,2022-03,2022
Hungary,HUN,2022-03-29,0.0,6402207.0,6186672.0,93527.0,0.0,170.54,66.45,64.22,2435.0,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sputnik V",Government of Hungary,https://koronavirus.gov.hu//cikkek/6-millio-402-ezer-beoltott-2906-az-uj-fertozott-es-elhunyt-40-beteg,2022-03,2022
Iceland,ISL,2022-03-29,805469.0,309770.0,290193.0,1925.0,61.0,218.41,84.0,78.69,165.0,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Directorate of Health,https://www.covid.is/tolulegar-upplysingar-boluefni,2022-03,2022
India,IND,2022-03-29,1834500657.0,984838143.0,828229455.0,1460643.0,2580123.0,131.66,70.68,59.44,1852.0,"Covaxin, Oxford/AstraZeneca, Sputnik V",Government of India,https://dashboard.cowin.gov.in/,2022-03,2022
Indonesia,IDN,2022-03-29,377108938.0,196240871.0,158830466.0,1197928.0,1282135.0,136.45,71.01,57.47,4639.0,"Johnson&Johnson, Moderna, Novavax, Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sinovac",Government of Indonesia,https://data.covid19.go.id/public/index.html,2022-03,2022
Iran,IRN,2022-03-29,146792557.0,63872818.0,56810058.0,136875.0,97601.0,172.64,75.12,66.81,1148.0,"COVIran Barekat, Covaxin, FAKHRAVAC, Oxford/AstraZeneca, Razi Cov Pars, Sinopharm/Beijing, Soberana02, SpikoGen, Sputnik V",World Health Organization,https://irangov.ir/detail/383414,2022-03,2022
Iraq,IRQ,2022-03-23,17536902.0,10266670.0,7121524.0,9985.0,20559.0,42.59,24.93,17.29,499.0,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sputnik V",World Health Organization,https://covid19.who.int/,2022-03,2022
Ireland,IRL,2022-03-28,10741777.0,4069002.0,4007756.0,5170.0,4351.0,215.57,81.66,80.43,873.0,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Heath Service Executive,https://covid19ireland-geohive.hub.arcgis.com/,2022-03,2022
Isle of Man,IMN,2022-03-29,189498.0,69518.0,66975.0,142.0,69.0,221.87,81.39,78.42,808.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Isle of Man Government,https://covid19.gov.im/general-information/covid-19-vaccination-statistics/,2022-03,2022
Israel,ISR,2022-03-29,18062854.0,6702717.0,6128503.0,3689.0,2649.0,194.41,72.14,65.96,285.0,"Moderna, Pfizer/BioNTech",Government of Israel,https://datadashboard.health.gov.il/COVID-19/general,2022-03,2022
Italy,ITA,2022-03-29,135870869.0,50723408.0,47817555.0,40791.0,43160.0,225.07,84.02,79.21,715.0,"Johnson&Johnson, Moderna, Novavax, Oxford/AstraZeneca, Pfizer/BioNTech",Extraordinary commissioner for the Covid-19 emergency,https://raw.githubusercontent.com/italia/covid19-opendata-vaccini/master/dati/somministrazioni-vaccini-latest.csv,2022-03,2022
Jamaica,JAM,2022-03-29,1393819.0,780377.0,672613.0,999.0,882.0,46.88,26.24,22.62,297.0,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Ministry of Health,https://vaccination.moh.gov.jm/,2022-03,2022
Japan,JPN,2022-03-29,254345587.0,102467506.0,100633737.0,779830.0,836588.0,201.78,81.29,79.84,6637.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Prime Minister's Office,https://www.kantei.go.jp/jp/headline/kansensho/vaccine.html,2022-03,2022
Jersey,JEY,2022-03-20,226090.0,82777.0,79327.0,,414.0,223.69,81.9,78.48,4096.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Government of Jersey,https://www.gov.je/Datasets/ListOpenData?ListName=COVID19Weekly&clean=true,2022-03,2022
Jordan,JOR,2022-03-10,9727982.0,4714575.0,4412071.0,19111.0,9836.0,94.73,45.91,42.96,958.0,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sputnik V",World Health Organization,https://covid19.who.int/,2022-03,2022
Kazakhstan,KAZ,2022-03-29,0.0,9451240.0,9150398.0,12492.0,0.0,110.13,49.76,48.17,565.0,"QazVac, Sinopharm/Beijing, Sputnik V",Government of Kazakhstan,https://www.coronavirus2020.kz/,2022-03,2022
Kenya,KEN,2022-03-19,17327143.0,11696182.0,8090985.0,13702.0,29846.0,31.51,21.27,14.71,543.0,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing",Ministry of Health,https://www.health.go.ke/wp-content/uploads/2022/03/MINISTRY-OF-HEALTH-KENYA-COVID-19-IMMUNIZATION-STATUS-REPORT-19TH-MARCH-2022.pdf,2022-03,2022
Kiribati,KIR,2022-03-21,133953.0,78620.0,55333.0,,502.0,110.35,64.77,45.58,4135.0,Oxford/AstraZeneca,SPC Public Health Division,https://stats.pacificdata.org/vis?tm=covid&pg=0&df[ds]=SPC2&df[id]=DF_COVID_VACCINATION&df[ag]=SPC&df[vs]=1.0,2022-03,2022
Kosovo,OWID_KOS,2022-03-29,1821917.0,901602.0,820317.0,376.0,211.0,102.23,50.59,46.03,118.0,"Oxford/AstraZeneca, Pfizer/BioNTech",Ministry of Health,https://msh.rks-gov.net/sq/statistikat-covid-19/,2022-03,2022
Kuwait,KWT,2022-03-24,7814545.0,3410314.0,3283891.0,19007.0,8822.0,180.53,78.79,75.87,2038.0,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing",World Health Organization,https://covid19.who.int/,2022-03,2022
Kyrgyzstan,KGZ,2022-03-29,2902889.0,1488749.0,1237551.0,8492.0,4928.0,43.8,22.46,18.67,743.0,"Sinopharm/Beijing, Sputnik V",Ministry of Health,https://vc.emed.gov.kg/,2022-03,2022
Laos,LAO,2022-03-28,10048983.0,5593478.0,4455505.0,37326.0,17309.0,136.18,75.8,60.38,2346.0,"Johnson&Johnson, Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sinovac, Sputnik Light, Sputnik V",World Health Organization,https://www.covid19.gov.la/index.php,2022-03,2022
Latvia,LVA,2022-03-28,2874324.0,1344075.0,1302192.0,299.0,527.0,153.96,71.99,69.75,282.0,"Johnson&Johnson, Moderna, Novavax, Pfizer/BioNTech",National Health Service,https://data.gov.lv/dati/eng/dataset/covid19-vakcinacijas,2022-03,2022
Lebanon,LBN,2022-03-29,5276097.0,2516012.0,2201517.0,5728.0,2371.0,77.94,37.17,32.52,350.0,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sputnik V",Government of Lebanon,https://impact.cib.gov.lb/home/dashboard/vaccine,2022-03,2022
Lesotho,LSO,2022-03-22,905438.0,782175.0,727528.0,,1358.0,41.94,36.23,33.7,629.0,"Johnson&Johnson, Oxford/AstraZeneca, Sinopharm/Beijing",World Health Organization,https://covid19.who.int/,2022-03,2022
Liberia,LBR,2022-03-25,1132502.0,1047889.0,1015633.0,8242.0,2522.0,21.86,20.23,19.61,487.0,Oxford/AstraZeneca,World Health Organization,https://covid19.who.int/,2022-03,2022
Libya,LBY,2022-03-24,3415834.0,2201314.0,1125758.0,602.0,3382.0,49.09,31.63,16.18,486.0,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sinovac, Sputnik V",World Health Organization,https://ncdc.org.ly/Ar,2022-03,2022
Liechtenstein,LIE,2022-03-28,70434.0,26721.0,26395.0,0.0,14.0,184.12,69.85,69.0,366.0,"Johnson&Johnson, Moderna, Pfizer/BioNTech",Federal Office of Public Health,https://opendata.swiss/en/dataset/covid-19-schweiz?detGeo=FL,2022-03,2022
Lithuania,LTU,2022-03-29,4465769.0,1948513.0,1872520.0,602.0,493.0,166.02,72.44,69.61,183.0,"Johnson&Johnson, Moderna, Novavax, Oxford/AstraZeneca, Pfizer/BioNTech",Ministry of Health,https://experience.arcgis.com/experience/cab84dcfe0464c2a8050a78f817924ca/page/page_3/,2022-03,2022
Luxembourg,LUX,2022-03-26,1280144.0,480279.0,0.0,300.0,254.0,201.66,75.66,72.51,400.0,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Government of Luxembourg,https://data.public.lu/en/datasets/donnees-covid19/#_,2022-03,2022
Macao,MAC,2022-03-28,1238228.0,579965.0,509829.0,3264.0,3915.0,188.07,88.09,77.44,5946.0,"Pfizer/BioNTech, Sinopharm/Beijing",Government of Macao,https://www.ssm.gov.mo/docs/19164/19164_dd2dfe6b739b4964b394d629e656af72_000_.pdf,2022-03,2022
Madagascar,MDG,2022-03-22,1306962.0,1098703.0,1050879.0,13544.0,3473.0,4.6,3.86,3.7,122.0,"Johnson&Johnson, Oxford/AstraZeneca, Sinopharm/Beijing",World Health Organization,https://covid19.who.int/,2022-03,2022
Malawi,MWI,2022-03-13,1993981.0,1570322.0,861888.0,14163.0,4225.0,10.15,7.99,4.39,215.0,"Johnson&Johnson, Oxford/AstraZeneca",World Health Organization,https://covid19.who.int/,2022-03,2022
Malaysia,MYS,2022-03-29,68795057.0,27494218.0,25801561.0,47608.0,34094.0,209.89,83.88,78.72,1040.0,"CanSino, Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sinovac",Government of Malaysia,https://github.com/MoH-Malaysia/covid19-public,2022-03,2022
Maldives,MDV,2022-03-12,913264.0,398348.0,371439.0,1683.0,954.0,168.0,73.28,68.33,1755.0,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing",Presidency of the Maldives,https://twitter.com/HPA_MV/status/1503053275741913088,2022-03,2022
Mali,MLI,2022-03-25,1873615.0,1331919.0,978690.0,,8492.0,8.98,6.39,4.69,407.0,Oxford/AstraZeneca,World Health Organization,https://covid19.who.int/,2022-03,2022
Malta,MLT,2022-03-28,1255851.0,473639.0,466296.0,433.0,375.0,243.33,91.77,90.35,727.0,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",COVID-19 Malta Public Health Response Team,https://github.com/COVID19-Malta/COVID19-Cases,2022-03,2022
Mauritania,MRT,2022-03-24,0.0,0.0,0.0,3777.0,0.0,55.51,32.53,22.14,181.0,"Oxford/AstraZeneca, Sinopharm/Beijing",Africa Centres for Disease Control and Prevention,https://africacdc.org/covid-19-vaccination/,2022-03,2022
Mauritius,MUS,2022-03-24,0.0,0.0,0.0,35153.0,0.0,195.87,78.57,75.66,4606.0,"Covaxin, Oxford/AstraZeneca, Sinopharm/Beijing",World Health Organization,https://africacdc.org/covid-19-vaccination/,2022-03,2022
Mexico,MEX,2022-03-29,191907868.0,85580293.0,79711762.0,1466393.0,431743.0,147.32,65.7,61.19,3314.0,"CanSino, Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac, Sputnik V",Secretary of Health,http://www.gob.mx/cms/uploads/attachment/file/712810/2022.03.29_17h00_ComunicadoTecnicoDiario_Covid19__1_.pdf,2022-03,2022
Moldova,MDA,2022-03-29,2123778.0,0.0,1054472.0,2709.0,1164.0,52.78,26.92,26.2,289.0,"Johnson&Johnson, Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sputnik V",Ministry of Health,https://vaccinare.gov.md,2022-03,2022
Monaco,MCO,2021-12-21,65140.0,28875.0,25667.0,,158.0,164.83,73.06,64.95,3998.0,Pfizer/BioNTech,National Council,https://en.gouv.mc/Policy-Practice/Social-Affairs-and-Health/News/Minister-of-State-visits-those-working-to-combat-COVID,2021-12,2021
Mongolia,MNG,2022-03-29,5478794.0,2272363.0,2174463.0,319.0,258.0,164.56,68.25,65.31,77.0,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sputnik V",Ministry of Health via ikon.mn,https://ikon.mn/,2022-03,2022
Montenegro,MNE,2022-03-29,668206.0,289687.0,281571.0,181.0,149.0,106.39,46.12,44.83,237.0,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sputnik V",Government of Montenegro,https://www.covidodgovor.me/,2022-03,2022
Montserrat,MSR,2022-03-25,4211.0,1897.0,1804.0,,4.0,84.54,38.08,36.22,803.0,Oxford/AstraZeneca,World Health Organization,https://covid19.who.int/,2022-03,2022
Morocco,MAR,2022-03-23,54201634.0,24878016.0,23346308.0,51870.0,13082.0,145.14,66.62,62.52,350.0,"Johnson&Johnson, Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sputnik V",World Health Organization,https://covid19.who.int/,2022-03,2022
Mozambique,MOZ,2022-03-25,26215793.0,14243939.0,13130997.0,295812.0,0.0,81.51,44.29,40.83,0.0,"Johnson&Johnson, Oxford/AstraZeneca, Sinopharm/Beijing",World Health Organization,https://covid19.who.int/,2022-03,2022
Myanmar,MMR,2022-03-26,49316486.0,26473700.0,21803150.0,3800.0,150178.0,89.98,48.3,39.78,2740.0,"Oxford/AstraZeneca, Sinopharm/Beijing",World Health Organization,https://mohs.gov.mm/page/18035,2022-03,2022
Namibia,NAM,2022-03-25,834756.0,450833.0,383923.0,3837.0,1048.0,32.26,17.42,14.84,405.0,"Johnson&Johnson, Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing",Africa Centres for Disease Control and Prevention,https://covid19.who.int/,2022-03,2022
Nauru,NRU,2022-03-21,16824.0,9150.0,7674.0,168.0,27.0,154.73,84.15,70.58,2483.0,Oxford/AstraZeneca,World Health Organization,https://stats.pacificdata.org/vis?tm=covid&pg=0&df[ds]=SPC2&df[id]=DF_COVID_VACCINATION&df[ag]=SPC&df[vs]=1.0,2022-03,2022
